"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL1229211";"DOLUTEGRAVIR";"4";"419.38";"0";"1.35";"DTG, S/GSK1349572, Dolutegravir";"C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N21";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3537107";"Inhibition of BCRP (unknown origin) expressed in MDCK2 cells assessed as basolateral to apical transport of [14C]cimetidine after 90 mins by liquid scintillation counting analysis";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3526034";"1";"Scientific Literature";"Drug Metab. Dispos.";"2013";"CHEMBL3308862"
"CHEMBL28";"APIGENIN";"0";"270.24";"0";"2.58";"9";"O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12";"IC50";"'='";"5900.0";"nM";"5.23";"";"";"UO_0000065";"19.35";"0.36";"2.65";"5.75";"False";"CHEMBL1687394";"Inhibition of BCRP expressed in MCF-7 MX cells using Hoechst 33342 staining";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"MCF7";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681785";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"CHEMBL3308403"
"CHEMBL76447";"NOBILETIN";"0";"402.40";"0";"3.51";"20";"COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1OC";"IC50";"'='";"4400.0";"nM";"5.36";"";"";"UO_0000065";"13.31";"0.25";"1.85";"6.26";"False";"CHEMBL1687394";"Inhibition of BCRP expressed in MCF-7 MX cells using Hoechst 33342 staining";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"MCF7";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681785";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"CHEMBL3308403"
"CHEMBL3764599";"";"0";"395.42";"0";"3.03";"31";"COc1cccc2oc(N3CCN(Cc4ccc([N+](=O)[O-])cc4)CC3)cc(=O)c12";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL3767955";"Inhibition of ABCG2 in human MCF7/Topo cells by Hoechst 33342 assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7/Topo";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3763047";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2016";"None"
"CHEMBL3764821";"";"0";"395.46";"0";"2.71";"47";"COc1cc(OC)c2c(=O)cc(N3CCN(Cc4ccc(N)cc4)CC3)oc2c1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL3767955";"Inhibition of ABCG2 in human MCF7/Topo cells by Hoechst 33342 assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7/Topo";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3763047";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2016";"None"
"CHEMBL501349";"";"0";"595.66";"1";"4.39";"10";"COC(=O)c1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1cnccn1";"IC50";"'='";"632.0";"nM";"6.20";"";"";"UO_0000065";"10.41";"0.19";"1.81";"4.70";"False";"CHEMBL938929";"Inhibition of ABCG2 overexpressed in human MCF7/Topo cells by flow cytometric-based mitoxantrone efflux assay";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"MCF7/Topo";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140935";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None"
"CHEMBL348475";"TARIQUIDAR";"3";"646.74";"2";"6.37";"4, XR-9576";"COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2";"IC50";"'='";"916.0";"nM";"6.04";"";"";"UO_0000065";"9.34";"0.17";"-0.33";"5.43";"False";"CHEMBL938929";"Inhibition of ABCG2 overexpressed in human MCF7/Topo cells by flow cytometric-based mitoxantrone efflux assay";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"MCF7/Topo";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140935";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None"
"CHEMBL6966";"VERAPAMIL";"4";"454.61";"1";"5.09";"Verapamil";"COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC";"IC50";"'>'";"50000.0";"nM";"";"";"inhibitor [IC50=> 50uM]";"UO_0000065";"";"";"";"";"False";"CHEMBL2077078";"TP_TRANSPORTER: efflux of Hoechst33342 in BCRP-expressing Sf9 cells";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2074416";"18";"TP-search Transporter Database";"Mol. Pharmacol.";"2004";"CHEMBL3308860"
"CHEMBL3883987";"";"0";"371.40";"0";"3.59";"30";"COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccccc3)n2)cc1";"IC50";"'='";"208.0";"nM";"6.68";"";"";"UO_0000065";"17.99";"0.33";"3.09";"8.16";"False";"CHEMBL3875847";"Inhibition of recombinant human GFP-fused ABCG2 expressed in MDCK2 cells assessed as reduction in pheophorbide A efflux preincubated for 30 mins followed by pheophorbide A addition measured after 2 hrs by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3875173";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3308862"
"CHEMBL3805229";"";"0";"436.56";"0";"4.26";"38";"N#Cc1cn(CCCc2ccccc2)c2c(N3CCN(Cc4ccccc4)CC3)ncnc12";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL3807538";"Inhibition of BCRP (unknown origin) expressed in MDCK2 cells assessed as pheophorbide A accumulation preincubated for 20 mins measured after 120 mins by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804803";"1";"Scientific Literature";"J. Med. Chem.";"2016";"CHEMBL3308862"
"CHEMBL3885165";"";"0";"405.85";"0";"4.24";"6";"COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(Cl)cc3)n2)cc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL3875847";"Inhibition of recombinant human GFP-fused ABCG2 expressed in MDCK2 cells assessed as reduction in pheophorbide A efflux preincubated for 30 mins followed by pheophorbide A addition measured after 2 hrs by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3875173";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3308862"
"CHEMBL3883221";"";"0";"430.42";"0";"3.89";"20";"CCOc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccccc3[N+](=O)[O-])n2)cc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL3875847";"Inhibition of recombinant human GFP-fused ABCG2 expressed in MDCK2 cells assessed as reduction in pheophorbide A efflux preincubated for 30 mins followed by pheophorbide A addition measured after 2 hrs by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3875173";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3308862"
"CHEMBL3883590";"";"0";"399.45";"0";"4.24";"24a";"CCCc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(O)cc3)n2)cc1";"IC50";"'='";"129.0";"nM";"6.89";"";"";"UO_0000065";"17.25";"0.31";"2.65";"7.41";"False";"CHEMBL3875847";"Inhibition of recombinant human GFP-fused ABCG2 expressed in MDCK2 cells assessed as reduction in pheophorbide A efflux preincubated for 30 mins followed by pheophorbide A addition measured after 2 hrs by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3875173";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3308862"
"CHEMBL3883362";"";"0";"431.45";"0";"3.61";"13";"COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(OC)c(OC)c3)n2)cc1";"IC50";"'='";"319.0";"nM";"6.50";"";"";"UO_0000065";"15.06";"0.28";"2.89";"6.47";"False";"CHEMBL3875845";"Inhibition of recombinant human GFP-fused ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux preincubated for 30 mins followed by Hoechst 33342 addition measured immediately at 60 sec time interval for 120 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3875173";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3308862"
"CHEMBL3883513";"";"0";"383.45";"0";"4.53";"31";"CCCc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccccc3)n2)cc1";"IC50";"'='";"212.0";"nM";"6.67";"";"";"UO_0000065";"17.40";"0.31";"2.14";"9.18";"False";"CHEMBL3875845";"Inhibition of recombinant human GFP-fused ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux preincubated for 30 mins followed by Hoechst 33342 addition measured immediately at 60 sec time interval for 120 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3875173";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3308862"
"CHEMBL3885022";"";"0";"386.37";"0";"3.49";"27";"O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccc([N+](=O)[O-])cc1";"IC50";"'='";"150.0";"nM";"6.82";"";"";"UO_0000065";"17.66";"0.32";"3.33";"5.89";"False";"CHEMBL3875845";"Inhibition of recombinant human GFP-fused ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux preincubated for 30 mins followed by Hoechst 33342 addition measured immediately at 60 sec time interval for 120 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3875173";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3308862"
"CHEMBL2420095";"";"0";"288.30";"0";"4.32";"29";"O=c1c(O)c(-c2ccccc2)oc2ccc3ccccc3c12";"IC50";"'='";"11000.0";"nM";"4.96";"";"";"UO_0000065";"17.20";"0.31";"0.64";"9.83";"False";"CHEMBL2423207";"Inhibition of human BCRP expressed in MDCK2 cells assessed as accumulation of Hoechst 33342 preincubated for 30 mins before Hoechst 33342 addition measured after 120 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417408";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";"CHEMBL3308862"
"CHEMBL75169";"";"0";"372.37";"0";"3.50";"11";"COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2OC)c(OC)c1";"IC50";"'='";"5940.0";"nM";"5.23";"";"";"UO_0000065";"14.04";"0.26";"1.73";"6.84";"False";"CHEMBL2423205";"Inhibition of human BCRP expressed in MDCK2 cells assessed as accumulation of pheophorbide-A preincubated for 30 mins before pheophorbide-A addition measured after 120 mins by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417408";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";"CHEMBL3308862"
"CHEMBL2420092";"";"0";"350.35";"0";"4.77";"25";"COc1cc(-c2oc3c(ccc4ccccc43)c(=O)c2OC)ccc1F";"IC50";"'='";"2440.0";"nM";"5.61";"";"";"UO_0000065";"16.02";"0.29";"0.84";"11.53";"False";"CHEMBL2423207";"Inhibition of human BCRP expressed in MDCK2 cells assessed as accumulation of Hoechst 33342 preincubated for 30 mins before Hoechst 33342 addition measured after 120 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417408";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";"CHEMBL3308862"
"CHEMBL19032";"PENTAMETHYLQUERCETIN";"0";"372.37";"0";"3.50";"10";"COc1cc(OC)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1";"IC50";"'='";"1880.0";"nM";"5.73";"";"";"UO_0000065";"15.38";"0.29";"2.23";"7.50";"False";"CHEMBL2423205";"Inhibition of human BCRP expressed in MDCK2 cells assessed as accumulation of pheophorbide-A preincubated for 30 mins before pheophorbide-A addition measured after 120 mins by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417408";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";"CHEMBL3308862"
"CHEMBL77198";"";"0";"328.32";"0";"3.19";"4";"COc1ccc2c(=O)c(O)c(-c3ccc(OC)c(OC)c3)oc2c1";"IC50";"'='";"1770.0";"nM";"5.75";"";"";"UO_0000065";"17.52";"0.33";"2.56";"7.36";"False";"CHEMBL2423205";"Inhibition of human BCRP expressed in MDCK2 cells assessed as accumulation of pheophorbide-A preincubated for 30 mins before pheophorbide-A addition measured after 120 mins by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417408";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";"CHEMBL3308862"
"CHEMBL2420091";"";"0";"362.38";"0";"4.64";"24";"COc1ccc(-c2oc3c(ccc4ccccc43)c(=O)c2OC)cc1OC";"IC50";"'='";"468.0";"nM";"6.33";"";"";"UO_0000065";"17.47";"0.32";"1.69";"10.93";"False";"CHEMBL2423205";"Inhibition of human BCRP expressed in MDCK2 cells assessed as accumulation of pheophorbide-A preincubated for 30 mins before pheophorbide-A addition measured after 120 mins by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417408";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";"CHEMBL3308862"
"CHEMBL76553";"";"0";"282.30";"0";"3.48";"22";"COc1cc2oc(-c3ccccc3)cc(=O)c2c(O)c1C";"IC50";"'='";"2800.0";"nM";"5.55";"";"";"UO_0000065";"19.67";"0.36";"2.07";"9.31";"False";"CHEMBL1687394";"Inhibition of BCRP expressed in MCF-7 MX cells using Hoechst 33342 staining";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"MCF7";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681785";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"CHEMBL3308403"
"CHEMBL251254";"HYPEROSIDE";"0";"464.38";"2";"-0.54";"27";"O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL1687394";"Inhibition of BCRP expressed in MCF-7 MX cells using Hoechst 33342 staining";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"MCF7";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681785";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"CHEMBL3308403"
"CHEMBL1685073";"";"0";"628.67";"2";"6.02";"30";"COC1=C(OC)[C@]2(OC)c3c(OC)c(OC)c4c(c3O[C@@]23O[C@@H](c2ccccc2)CC=C3C1=O)[C@@H](OC)C[C@H](c1ccccc1)O4";"IC50";"'='";"47000.0";"nM";"4.33";"";"";"UO_0000065";"6.88";"0.13";"-1.69";"4.32";"False";"CHEMBL1687394";"Inhibition of BCRP expressed in MCF-7 MX cells using Hoechst 33342 staining";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"MCF7";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681785";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"CHEMBL3308403"
"CHEMBL429515";"";"0";"431.54";"0";"4.14";"9";"COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccccc3N)cc1)CC2";"IC50";"'='";"85113.8";"nM";"4.07";"";"";"UO_0000065";"9.43";"0.17";"-0.07";"5.30";"False";"CHEMBL974473";"Inhibition of ABCG2 in human mitoxantrone-resistant MCF7 cells by Hoechst 33342 assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156730";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";"CHEMBL3308403"
"CHEMBL348475";"TARIQUIDAR";"3";"646.74";"2";"6.37";"5, XR-9576";"COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2";"IC50";"'='";"1445.44";"nM";"5.84";"";"";"UO_0000065";"9.03";"0.17";"-0.53";"5.25";"False";"CHEMBL974473";"Inhibition of ABCG2 in human mitoxantrone-resistant MCF7 cells by Hoechst 33342 assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156730";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";"CHEMBL3308403"
"CHEMBL1685069";"Strobochrysin-dimethylether";"0";"296.32";"0";"3.79";"23";"COc1cc2oc(-c3ccccc3)cc(=O)c2c(OC)c1C";"IC50";"'='";"8000.0";"nM";"5.10";"";"";"UO_0000065";"17.20";"0.32";"1.31";"10.47";"False";"CHEMBL1687394";"Inhibition of BCRP expressed in MCF-7 MX cells using Hoechst 33342 staining";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"MCF7";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681785";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"CHEMBL3308403"
"CHEMBL3885456";"";"0";"401.43";"0";"3.60";"11";"COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(OC)cc3)n2)cc1";"IC50";"'='";"199.0";"nM";"6.70";"";"";"UO_0000065";"16.69";"0.31";"3.10";"7.35";"False";"CHEMBL3875845";"Inhibition of recombinant human GFP-fused ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux preincubated for 30 mins followed by Hoechst 33342 addition measured immediately at 60 sec time interval for 120 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3875173";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3308862"
"CHEMBL3885198";"";"0";"451.45";"1";"5.72";"7";"CC(C)c1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(C(F)(F)F)cc3)n2)cc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL3875847";"Inhibition of recombinant human GFP-fused ABCG2 expressed in MDCK2 cells assessed as reduction in pheophorbide A efflux preincubated for 30 mins followed by pheophorbide A addition measured after 2 hrs by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3875173";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3308862"
"CHEMBL3884089";"";"0";"341.37";"0";"3.58";"32";"O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccccc1";"IC50";"'='";"64.0";"nM";"7.19";"";"";"UO_0000065";"21.07";"0.38";"3.61";"9.90";"False";"CHEMBL3875847";"Inhibition of recombinant human GFP-fused ABCG2 expressed in MDCK2 cells assessed as reduction in pheophorbide A efflux preincubated for 30 mins followed by pheophorbide A addition measured after 2 hrs by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3875173";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3308862"
"CHEMBL3884827";"";"0";"455.47";"1";"5.32";"15";"CSc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(C(F)(F)F)cc3)n2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3875845";"Inhibition of recombinant human GFP-fused ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux preincubated for 30 mins followed by Hoechst 33342 addition measured immediately at 60 sec time interval for 120 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3875173";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3308862"
"CHEMBL3885113";"";"0";"432.47";"0";"4.21";"17";"CSc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccccc3[N+](=O)[O-])n2)cc1";"IC50";"'='";"221.0";"nM";"6.66";"";"";"UO_0000065";"15.39";"0.29";"2.45";"5.75";"False";"CHEMBL3875845";"Inhibition of recombinant human GFP-fused ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux preincubated for 30 mins followed by Hoechst 33342 addition measured immediately at 60 sec time interval for 120 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3875173";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3308862"
"CHEMBL3883389";"";"0";"386.37";"0";"3.49";"29";"O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccccc1[N+](=O)[O-]";"IC50";"'='";"280.0";"nM";"6.55";"";"";"UO_0000065";"16.96";"0.31";"3.06";"5.66";"False";"CHEMBL3875845";"Inhibition of recombinant human GFP-fused ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux preincubated for 30 mins followed by Hoechst 33342 addition measured immediately at 60 sec time interval for 120 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3875173";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3308862"
"CHEMBL3883933";"";"0";"463.50";"1";"5.38";"22";"COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(Oc4ccccc4)cc3)n2)cc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL3875847";"Inhibition of recombinant human GFP-fused ABCG2 expressed in MDCK2 cells assessed as reduction in pheophorbide A efflux preincubated for 30 mins followed by pheophorbide A addition measured after 2 hrs by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3875173";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3308862"
"CHEMBL242943";"";"0";"279.22";"0";"3.41";"2d";"O=c1c2ccccc2[nH]c2cc(C(F)(F)F)cc(O)c12";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL892735";"Inhibition of ABCG2 expressed in HEK293 cells assessed as mitoxantrone-mediated efflux by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147844";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2007";"CHEMBL3307715"
